1788016867.231299207	00:01:21:48:26:89	20:58:43:71:e2:64	96	121
1788016867.231612978	20:58:43:71:e2:64	00:01:21:48:26:89	81	122
1788016867.241082743	00:01:21:48:26:89	20:58:43:71:e2:64	159	123
1788016867.241876313	20:58:43:71:e2:64	00:01:21:48:26:89	74	124
1788016867.247493791	00:01:21:48:26:89	20:58:43:71:e2:64	66	125
1788016867.247505303	00:01:21:48:26:89	20:58:43:71:e2:64	148	126
1788016867.247584990	20:58:43:71:e2:64	00:01:21:48:26:89	54	127
1788016867.248375775	20:58:43:71:e2:64	00:01:21:48:26:89	1514	128
1788016867.248387136	20:58:43:71:e2:64	00:01:21:48:26:89	706	129
1788016867.251000368	00:01:21:48:26:89	20:58:43:71:e2:64	60	130
1788016867.251012841	00:01:21:48:26:89	20:58:43:71:e2:64	60	131
1788016867.267761141	00:01:21:48:26:89	20:58:43:71:e2:64	147	132
1788016867.267827103	20:58:43:71:e2:64	00:01:21:48:26:89	54	133
1788016867.268140344	20:58:43:71:e2:64	00:01:21:48:26:89	980	134
1788016867.271614470	00:01:21:48:26:89	20:58:43:71:e2:64	60	135
1788016867.288232029	20:58:43:71:e2:64	00:01:21:48:26:89	54	136
1788016867.301378976	ec:74:d7:26:8a:d8	ff:ff:ff:ff:ff:ff	564	137
1788016867.302093480	ec:74:d7:26:84:28	ff:ff:ff:ff:ff:ff	564	138
1788016867.302575974	b2:4e:22:ec:f6:1c	01:00:5e:00:00:fb	288	139
1788016867.303101478	b2:4e:22:ec:f6:1c	33:33:00:00:00:fb	308	140
1788016867.303916548	ec:74:d7:26:6a:ec	ff:ff:ff:ff:ff:ff	564	141
1788016867.304780769	c0:74:ad:dc:1e:cc	ff:ff:ff:ff:ff:ff	564	142
1788016867.304956124	f8:3d:c6:d0:66:d0	33:33:00:01:00:02	122	143
1788016867.305653957	c0:35:32:3a:07:5f	01:00:5e:00:00:fb	294	144
